State,County,CensusTract,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20
Illinois,Cook County,17031836700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031836800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031836900,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031837000,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031837100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031837300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031837400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031837800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031838000,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031838100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031838200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031838300,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031838600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031838700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031838800,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031839000,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031839100,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031839200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031839500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031839600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031839700,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031839800,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031839900,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031840000,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031840100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031840200,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031840300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031840400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031840700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031840800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841000,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031841100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031841600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031841900,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031842000,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031842100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031842200,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031842300,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031842400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031842500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031842600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031842800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031842900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843000,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031843200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031843400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031843700,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031843800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031843900,1,1,1,1,1,1,1,1,1
