school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention
15-016-2990-25-0779,Hancock College Preparatory HS   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,44.3,57.0,90.9,56.5,,90.6,2.2,2.0,14.9,0.8,1.6,,94.7,1.8,14.4,3.2,2.1,,66.7,90.0
15-016-2990-25-0779,Hancock College Preparatory HS   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,40.2,16.4,93.7,12.4,,92.4,0.8,2.0,6.2,0.9,1.0,,94.9,0.9,11.0,3.4,2.1,,69.6,89.4
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,29.2,50.2,81.6,52.1,,92.1,0.3,967.0,3.1,,1.7,2.3,93.8,,3.3,86.3,2.6,,,91.6
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,25.8,60.6,92.6,60.2,229.0,92.9,3.5,1008.0,2.8,1.1,1.8,0.6,93.9,0.5,2.2,81.7,2.9,0.0,,92.5
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.0,,97.8,,349.0,95.7,1.6,1016.0,1.9,0.9,1.8,0.5,93.2,0.8,2.4,79.7,3.4,0.0,,95.0
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,18.6,40.0,97.0,38.4,349.0,93.5,0.4,1019.0,1.7,1.0,2.0,,92.6,,2.3,76.9,3.8,0.0,,97.5
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,26.0,50.0,99.2,41.2,,91.7,,1019.0,1.7,1.3,1.7,2.2,91.9,,3.5,71.5,4.6,,,96.6
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,25.5,51.9,97.5,50.2,349.0,91.8,,1003.0,,,1.0,3.5,90.4,,4.9,66.1,6.1,0.0,,94.2
15-016-2990-25-0779,Hancock College Preparatory HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,31.1,61.8,97.1,52.0,407.0,91.3,,1024.0,,,1.3,4.4,90.0,,5.3,62.0,6.4,0.7,63.2,92.5
15-016-2990-25-0779,Hancock College Preparatory HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,32.8,91.4,98.6,70.0,407.0,91.1,,1043.0,,,1.3,4.3,89.3,,5.4,64.6,6.9,0.7,43.0,90.4
15-016-2990-25-0788,Brooks College Prep Academy HS   ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,48.8,72.3,95.8,43.8,,92.1,0.0,2.0,1.1,0.3,82.1,,15.8,0.8,14.4,3.2,0.5,,55.6,85.5
15-016-2990-25-0788,Brooks College Prep Academy HS   ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2017,56.7,69.6,99.0,55.0,,91.4,0.0,2.0,1.2,0.2,82.1,,16.0,0.9,11.0,3.4,0.7,,64.1,88.8
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,7 - 12,2018,38.8,50.3,82.7,44.7,,89.3,0.4,962.0,1.1,,79.5,,18.4,1.7,6.1,71.8,,,,87.5
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2019,32.4,60.1,87.9,49.1,706.0,91.0,2.8,986.0,2.5,0.2,80.1,0.3,18.2,2.4,4.8,67.6,0.8,68.0,,89.8
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2020,15.3,,93.9,,627.0,93.8,3.0,1004.0,2.1,,79.4,0.2,18.8,2.6,5.9,69.7,0.7,44.0,,87.8
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2021,28.4,61.4,96.5,42.4,627.0,91.0,0.6,983.0,4.3,,76.7,,21.0,2.6,6.1,62.2,,44.0,,96.3
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Jul,2022,49.7,59.2,97.1,44.4,,86.6,1.2,983.0,3.1,,78.1,,19.4,1.3,6.5,66.0,,,,96.7
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Jul,2023,47.3,63.4,94.3,49.4,627.0,87.8,,971.0,3.4,,79.3,,18.5,3.0,6.9,61.0,1.0,44.0,,94.8
15-016-2990-25-0788,Brooks College Prep Academy HS,Chicago Public Schools District 299,Cook,High School,12-Jul,2024,48.7,68.0,91.4,48.9,625.0,87.7,,971.0,1.9,,78.7,,18.6,3.0,7.6,63.6,1.4,0.4,55.9,96.4
15-016-2990-25-0788,Brooks College Prep Academy HS,Chicago Public Schools District 299,Cook,High School,12-Jul,2025,44.8,88.2,97.0,64.6,625.0,87.3,,992.0,1.9,,78.7,1.3,17.9,3.3,6.9,59.0,2.1,0.4,61.1,95.0
15-016-2990-25-0794,Northside College Preparatory Hs ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,14.9,100.0,96.1,,,93.5,0.0,2.0,,18.8,8.5,,28.4,0.7,14.4,3.2,31.5,,74.7,95.3
15-016-2990-25-0794,Northside College Preparatory Hs ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,13.0,94.3,98.0,91.1,,93.8,0.0,2.0,0.7,19.4,8.3,,28.7,0.7,11.0,3.4,30.1,,88.1,95.2
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,14.9,97.1,96.3,93.0,,94.1,0.1,1061.0,0.8,19.7,7.3,1.0,29.8,,5.6,44.3,29.3,,,95.0
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,16.4,97.4,97.4,94.4,629.0,94.3,0.2,1090.0,1.5,20.3,7.5,1.1,29.8,0.2,5.3,44.0,26.9,0.0,,93.7
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,5.7,,98.5,,627.0,96.8,0.9,1078.0,1.0,19.9,6.7,1.0,29.6,0.2,4.6,42.8,31.6,0.0,,95.7
15-016-2990-25-0794,Northside College Preparatory ,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,12.8,95.0,97.6,94.3,627.0,95.0,0.5,1058.0,1.0,19.5,5.5,1.2,30.4,,4.7,40.1,31.2,0.0,,95.4
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,26.5,90.5,99.2,92.4,,91.9,,1040.0,,20.7,5.9,1.6,28.9,,6.7,37.1,34.8,,,96.1
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,24.6,92.1,97.4,93.3,627.0,92.1,,1040.0,,21.0,5.6,2.6,28.8,,8.8,35.0,38.3,0.0,,96.6
15-016-2990-25-0794,Northside College Preparatory Hs,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,30.9,90.5,96.9,90.0,646.0,91.5,,1030.0,,21.5,6.5,4.4,28.5,,10.9,36.9,36.4,0.0,68.8,95.7
15-016-2990-25-0794,Northside College Preparatory Hs,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,26.6,95.4,96.3,89.4,646.0,92.0,,1059.0,,23.4,6.0,5.1,28.3,,12.3,36.2,35.1,0.0,64.2,92.9
15-016-2990-25-0795,Chicago Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,34.9,19.6,96.2,25.5,,92.9,0.3,2.0,5.7,0.0,74.7,,23.1,9.3,14.4,3.2,1.5,,66.7,82.1
15-016-2990-25-0795,Chicago Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,45.1,16.9,100.0,4.8,,91.8,0.0,2.0,5.4,0.0,70.5,,27.1,9.6,11.0,3.4,1.4,,82.3,81.0
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,23.0,10.9,93.6,2.2,,92.1,0.6,309.0,4.2,,64.7,6.1,32.0,5.8,10.7,91.9,,,,82.6
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,36.1,12.8,95.6,2.3,51.0,90.8,0.7,299.0,5.4,,62.9,6.4,34.8,6.4,9.0,73.9,1.3,2.0,,76.9
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,19.4,,96.4,,50.0,93.8,1.3,307.0,6.1,0.3,63.5,6.8,33.6,11.4,8.1,87.0,1.3,26.0,,79.3
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,44.8,4.8,92.9,6.5,50.0,83.8,0.8,280.0,1.5,,61.4,7.9,34.3,7.5,10.4,81.4,,26.0,,85.2
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,60.6,3.3,91.1,3.3,,81.3,,240.0,11.2,,60.0,7.9,35.4,15.0,12.5,87.1,,,,84.8
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,59.6,5.5,90.6,3.6,50.0,81.3,,226.0,9.8,,61.9,14.2,33.6,16.4,12.8,82.3,,26.0,,82.1
15-016-2990-25-0795,Chicago Military Academy HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,66.2,,68.4,,45.0,81.2,,209.0,10.5,,63.6,16.3,33.5,13.4,13.4,81.3,,10.7,47.6,80.6
15-016-2990-25-0795,Chicago Military Academy HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,74.3,,84.6,,45.0,78.0,,201.0,7.8,,70.1,15.9,26.9,8.0,17.9,68.2,,10.7,45.4,79.4
15-016-2990-25-0796,Payton College Preparatory HS    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,13.4,91.8,97.5,87.0,,92.9,0.0,2.0,1.0,15.3,13.4,,21.1,1.2,14.4,3.2,44.7,,68.9,92.8
15-016-2990-25-0796,Payton College Preparatory HS    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,20.1,96.8,99.1,95.9,,92.7,0.1,2.0,0.8,16.7,12.7,,22.2,0.8,11.0,3.4,42.9,,54.9,93.8
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,24.4,99.1,96.0,97.2,,93.1,0.1,1073.0,0.9,17.9,11.0,,22.0,,4.6,31.6,43.4,,,98.5
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,18.3,97.2,98.1,93.3,677.0,94.3,0.4,1153.0,1.1,17.4,10.8,0.9,22.3,0.2,4.1,31.0,43.6,6.0,,96.2
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,8.9,,98.6,,830.0,95.8,0.6,1220.0,1.2,18.6,10.4,0.7,21.8,0.3,4.0,29.3,43.9,4.0,,96.7
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,24.4,94.8,98.1,96.2,830.0,91.7,0.2,1216.0,0.7,19.1,10.0,0.8,21.6,,4.8,29.6,44.2,4.0,,93.2
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,29.8,95.4,100.0,95.4,,91.8,,1193.0,,22.1,9.7,1.3,22.5,,7.9,29.7,40.8,,,88.1
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,25.3,86.8,96.2,84.1,830.0,92.4,,1231.0,,24.4,9.0,2.0,24.4,,7.6,30.3,37.6,4.0,,81.2
15-016-2990-25-0796,Payton College Preparatory HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,25.1,86.9,95.3,85.0,1030.0,92.4,,1257.0,,26.1,8.8,3.0,25.6,,8.4,33.4,34.8,0.0,60.6,82.7
15-016-2990-25-0796,Payton College Preparatory HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,23.2,93.8,96.6,91.7,1030.0,92.9,,1251.0,,27.7,9.3,3.4,26.1,,9.0,33.0,31.9,0.0,48.3,90.1
15-016-2990-25-079C,Aspira Charter - Bus and Fin     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,48.0,,,,,90.8,0.3,2.0,5.6,0.3,1.5,,93.7,0.0,11.0,3.4,2.7,,0.0,
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,43.0,6.1,,5.4,,88.8,2.7,489.0,11.3,,2.0,34.4,93.9,,22.5,96.5,,,,
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,51.0,7.4,86.7,4.3,,87.1,2.6,640.0,10.0,0.6,2.7,33.0,94.4,0.8,20.6,66.3,1.6,,,0.0
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,30.1,,92.9,,127.0,90.7,5.0,638.0,9.9,0.3,3.3,33.4,93.1,0.9,20.5,80.6,2.0,9.0,,0.0
15-016-2990-25-079C,Aspira Charter - Business and ,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,54.8,3.1,47.7,3.1,127.0,78.7,2.5,540.0,3.1,,4.3,34.3,92.0,,22.4,82.0,2.4,9.0,,0.0
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,65.9,4.7,84.4,5.3,,79.8,5.4,560.0,14.0,,3.4,39.5,93.8,,23.0,71.4,1.8,,,
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,61.8,3.9,79.6,1.0,127.0,82.8,4.0,491.0,13.0,,2.9,46.0,94.7,3.7,23.0,85.1,,9.0,,
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,63.6,,89.6,,148.0,81.9,2.4,477.0,13.2,,4.0,52.8,93.7,3.8,23.3,81.8,,7.1,57.4,75.0
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,59.3,16.0,79.3,,148.0,82.8,4.0,421.0,12.7,,5.7,57.0,91.4,3.3,22.3,83.6,,7.1,100.0,77.8
15-016-2990-25-0803,Phoenix Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,31.2,25.3,95.2,30.3,,95.3,0.0,2.0,3.5,0.4,24.0,,74.8,3.1,14.4,3.2,0.2,,81.9,95.2
15-016-2990-25-0803,Phoenix Military Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,33.7,52.3,99.1,36.4,,95.6,0.0,2.0,7.9,0.9,22.2,,75.4,3.9,11.0,3.4,0.6,,65.3,95.0
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,14.4,25.0,100.0,27.5,,94.8,0.0,532.0,3.6,,17.1,5.3,80.3,3.4,6.4,94.2,,,,91.4
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,15.3,23.5,99.1,24.4,271.0,94.9,0.6,545.0,5.9,1.7,15.6,7.3,80.6,2.2,7.0,88.6,0.9,28.0,,91.2
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,4.6,,100.0,,271.0,97.2,0.2,558.0,5.4,3.2,13.8,7.9,79.9,1.6,6.6,90.1,1.6,6.0,,85.0
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,51.5,12.7,98.5,8.7,271.0,84.8,0.4,578.0,1.6,2.8,14.4,10.0,78.9,,6.4,88.8,2.4,6.0,,87.3
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,40.4,15.8,99.2,12.9,,88.8,,540.0,6.6,2.8,14.1,13.1,78.9,,8.1,85.6,2.8,,,87.5
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,39.0,11.5,95.6,9.7,271.0,89.1,,459.0,5.3,,13.1,16.1,82.1,3.1,5.7,93.0,2.6,6.0,,90.6
15-016-2990-25-0803,Phoenix Military Academy HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,45.4,10.7,96.5,,372.0,87.9,,400.0,4.8,,12.8,23.3,82.3,,7.3,88.5,3.5,0.0,37.0,83.3
15-016-2990-25-0803,Phoenix Military Academy HS,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,53.3,34.7,97.1,13.3,372.0,85.0,,366.0,,,15.3,28.1,80.3,,7.9,87.4,2.7,0.0,52.1,81.3
15-016-2990-25-0818,Spry Community Links High School ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,36.2,13.3,86.3,4.2,,90.1,2.9,2.0,18.1,0.0,0.6,,98.3,0.6,14.4,3.2,0.6,,81.3,83.7
15-016-2990-25-0818,Spry Community Links High School ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,71.5,7.5,72.2,17.0,,87.4,9.9,2.0,14.1,0.0,0.6,,97.5,0.0,11.0,3.4,1.3,,83.6,85.0
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,41.7,2.6,85.5,5.3,,88.2,4.6,131.0,7.4,,,35.1,97.7,,25.2,96.2,,,,84.4
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,62.9,6.3,61.9,0.0,79.0,82.5,12.2,127.0,13.6,,,43.3,96.1,,28.3,92.9,2.4,32.0,,96.6
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,46.2,,19.4,,52.0,85.6,22.0,97.0,9.3,,,37.1,97.9,1.0,25.8,95.9,1.0,18.0,,91.3
15-016-2990-25-0818,Spry Community Links High Scho,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,75.0,0.0,48.7,0.0,52.0,59.5,2.3,97.0,5.6,,,39.2,99.0,,23.7,96.9,,18.0,,92.0
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,79.8,0.0,58.8,0.0,,65.1,,88.0,12.5,,,45.5,97.7,,29.5,86.4,,,,84.0
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,78.5,0.0,76.2,0.0,52.0,63.9,,73.0,16.9,,,57.5,98.6,,27.4,90.4,,18.0,,85.7
15-016-2990-25-0818,Spry Community Links High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,77.4,,84.6,,16.0,77.4,,60.0,52.8,,,70.0,98.3,,30.0,90.0,,6.8,40.5,83.3
15-016-2990-25-0818,Spry Community Links High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,72.6,,66.7,,16.0,76.3,,82.0,14.3,,,80.5,96.3,,18.3,80.5,,6.8,46.6,92.0
15-016-2990-25-0820,Chicago Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,21.7,24.8,91.5,14.9,,93.2,0.4,2.0,5.8,4.6,14.0,,57.6,0.7,14.4,3.2,22.0,,77.0,93.5
15-016-2990-25-0820,Chicago Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,33.8,23.5,92.8,22.7,,92.4,1.6,2.0,6.0,4.6,14.4,,58.3,1.8,11.0,3.4,21.0,,73.7,89.6
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,21.6,22.4,84.1,13.4,,93.0,0.4,542.0,7.4,5.2,12.0,11.3,61.6,,20.7,83.2,19.7,,,86.8
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,19.2,22.7,89.0,17.7,98.0,94.1,3.3,559.0,7.3,4.5,10.2,13.8,63.9,1.3,19.9,80.0,19.7,221.0,,85.1
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.0,,95.6,,93.0,95.9,2.3,567.0,5.8,4.6,8.1,15.0,67.9,1.4,18.3,77.6,17.6,101.0,,87.0
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,15.4,18.8,94.2,15.3,93.0,94.1,0.4,572.0,2.0,4.2,5.4,14.9,72.0,1.7,17.0,81.6,16.3,101.0,,92.4
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,31.6,16.9,100.0,19.0,,90.3,,560.0,3.9,3.0,3.9,16.3,75.4,2.7,18.0,76.4,16.1,,,91.9
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,32.5,18.2,97.2,15.3,93.0,90.1,,556.0,3.1,2.3,5.4,21.0,75.7,,19.8,79.0,15.1,101.0,,87.5
15-016-2990-25-0820,Chicago Academy High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,40.1,14.9,93.4,10.6,221.0,88.3,,553.0,4.4,,4.5,27.1,76.1,1.8,19.2,78.7,16.1,1.8,69.1,87.8
15-016-2990-25-0820,Chicago Academy High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,37.7,53.8,95.0,23.9,221.0,89.0,,569.0,4.5,,4.7,32.3,76.6,2.3,17.6,77.0,15.8,1.8,58.9,88.0
15-016-2990-25-0824,Bowen High School                ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,82.6,3.2,55.1,6.3,,87.0,8.6,2.0,56.7,0.0,80.7,,18.3,22.8,14.4,3.2,0.2,,57.8,69.0
15-016-2990-25-0824,Bowen High School                ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,100.0,0.0,85.7,0.0,,82.2,2.6,2.0,31.2,0.0,73.9,,25.5,36.1,11.0,3.4,0.0,,53.1,84.5
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,85.6,4.7,72.9,1.2,,82.1,0.0,294.0,26.6,,78.2,7.8,21.1,32.3,27.6,93.5,,,,78.2
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,76.7,3.2,55.2,1.1,73.0,83.4,11.2,250.0,31.4,,80.0,10.4,18.4,35.2,28.4,86.0,0.4,285.0,,80.4
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,40.7,,56.1,,68.0,88.6,10.9,240.0,25.8,,82.5,8.3,15.4,25.0,31.7,93.8,0.4,203.0,,79.5
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,65.4,4.3,56.0,0.0,68.0,73.7,7.7,209.0,11.9,,79.9,8.1,18.2,13.9,34.0,96.7,,203.0,,88.9
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,69.9,2.6,55.7,3.9,,75.9,8.0,185.0,22.6,,78.4,6.5,20.0,26.5,33.5,91.9,,,,92.1
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,76.0,0.0,58.8,0.0,68.0,73.7,7.4,192.0,34.2,,74.0,9.4,21.4,39.1,32.8,93.8,,203.0,,83.9
15-016-2990-25-0824,Bowen High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,74.1,,59.3,,50.0,75.6,8.6,175.0,48.6,,76.6,15.4,22.9,37.1,31.4,95.4,,14.4,29.4,84.4
15-016-2990-25-0824,Bowen High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,77.0,,55.9,,50.0,72.6,5.4,230.0,43.8,,63.9,,34.8,34.8,25.7,93.5,,14.4,37.0,83.8
15-016-2990-25-0825,North-Grand High School          ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,38.8,7.6,86.8,6.7,,89.3,2.2,2.0,17.4,0.1,11.8,,86.9,3.2,14.4,3.2,0.3,,62.1,88.4
15-016-2990-25-0825,North-Grand High School          ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,43.2,9.9,87.9,6.8,,88.5,0.9,2.0,9.8,0.2,14.1,,83.9,3.4,11.0,3.4,0.9,,55.4,89.5
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL,9 - 12,2018,48.3,5.6,81.9,10.7,,88.2,1.3,968.0,10.5,,15.8,22.7,81.5,2.2,15.9,95.2,1.1,,,93.5
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2019,46.4,10.6,87.9,8.7,152.0,89.6,6.6,991.0,13.5,0.3,17.1,26.7,80.9,2.0,20.9,88.6,1.0,405.0,,94.4
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,24.9,,83.6,,136.0,92.7,2.4,1011.0,7.3,0.3,17.3,27.4,81.1,2.6,19.0,93.5,0.6,212.0,,95.0
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2021,50.7,3.3,86.2,1.7,136.0,79.4,2.3,1039.0,4.7,,19.1,24.9,79.1,1.5,17.7,90.3,1.0,212.0,,95.8
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2022,66.0,2.3,88.3,6.7,,81.6,2.5,1082.0,12.3,,20.1,27.4,78.0,3.8,18.5,92.3,1.1,,,97.2
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL,12-Sep,2023,60.3,3.5,84.0,3.9,136.0,81.2,2.4,1063.0,11.3,,18.4,32.3,79.3,4.1,17.0,93.1,,212.0,,95.3
15-016-2990-25-0825,North-Grand High School,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,68.9,5.8,78.4,,239.0,79.5,4.0,1034.0,11.4,,18.4,37.9,78.9,4.8,16.9,93.2,1.2,7.2,41.2,94.4
